age,height_cm,weight_kg,gender_enc,bmi,activity_level,goal,diet_pref,sleep_hours,workout_freq,calorie_target,diet_category,exercise_category
22,150.0,80.4,1,35.71,2,0,1,7.3,1.0,1829.0,4,3
30,172.8,51.7,0,17.32,4,1,4,7.0,4.0,3209.0,4,2
39,174.0,82.1,1,27.13,2,0,2,6.1,3.0,1957.0,3,3
64,175.1,69.4,0,22.63,1,0,4,6.9,0.0,1575.0,4,4
28,166.3,40.0,0,14.46,4,0,1,6.4,3.0,2029.0,0,3
24,168.3,79.2,0,27.95,4,1,4,6.4,3.0,3735.0,4,2
30,161.7,97.5,1,37.29,5,1,4,7.9,4.0,3798.0,4,2
50,171.9,91.2,0,30.85,0,3,4,6.3,0.0,2689.0,4,2
39,179.6,72.0,0,22.31,3,2,3,6.3,2.0,3151.0,3,2
48,173.2,64.3,0,21.44,4,0,1,7.3,3.0,2381.0,0,3
31,169.5,87.7,1,30.53,4,2,4,6.2,4.0,3378.0,4,2
23,183.5,64.3,0,19.1,4,2,2,6.5,4.0,3492.0,3,2
44,173.1,71.2,1,23.77,0,0,3,8.7,1.0,1245.0,3,0
38,170.4,118.3,1,40.75,4,0,1,6.8,5.0,3153.0,4,3
60,170.9,98.8,1,33.8,5,1,1,7.6,6.0,3640.0,0,2
46,155.5,68.8,1,28.45,3,3,0,9.0,2.0,2788.0,1,2
55,156.9,84.3,1,34.25,3,1,1,7.2,2.0,2844.0,0,2
64,168.5,100.7,0,35.46,4,2,4,7.5,4.0,3616.0,4,2
29,161.2,80.4,0,30.97,0,0,0,7.3,0.0,1556.0,2,0
45,169.5,52.4,1,18.24,2,2,1,6.7,2.0,2155.0,1,2
54,180.3,78.2,1,24.06,4,1,3,7.1,4.0,3258.0,3,2
42,178.5,67.9,0,21.32,5,2,1,6.8,4.0,3479.0,1,2
62,174.7,68.3,0,22.37,4,0,3,6.2,3.0,2343.0,3,3
31,180.1,60.0,1,18.48,1,3,1,7.7,0.0,2538.0,1,2
21,182.4,52.2,1,15.7,5,2,1,5.4,4.0,3092.0,1,2
48,181.9,61.8,1,18.67,0,3,4,7.0,0.0,2225.0,4,2
59,181.6,85.7,1,25.99,3,2,1,6.7,2.0,2951.0,1,2
33,155.6,89.9,0,37.11,0,0,4,6.1,1.0,1604.0,4,4
31,150.0,110.4,1,49.08,0,0,0,7.6,1.0,1621.0,4,4
27,160.6,63.4,1,24.57,4,3,1,6.1,5.0,3150.0,1,2
35,164.5,58.0,1,21.43,1,0,4,6.6,0.0,1300.0,4,0
60,181.1,88.1,0,26.84,4,3,3,7.7,5.0,3864.0,3,2
55,168.8,45.5,1,15.97,0,1,0,5.3,0.0,1740.0,0,1
44,164.2,40.0,1,14.83,4,3,0,8.0,5.0,2586.0,1,2
45,172.0,87.3,0,29.54,5,2,3,7.0,4.0,3756.0,3,2
41,176.4,55.6,1,17.85,0,3,0,6.7,0.0,2151.0,1,2
37,179.3,59.8,1,18.61,3,3,3,5.8,3.0,2968.0,3,2
48,165.0,83.6,0,30.7,4,2,2,7.1,3.0,3402.0,3,2
54,158.5,73.5,1,29.25,4,0,4,7.0,4.0,2010.0,4,3
62,160.7,67.3,1,26.09,3,0,1,7.5,3.0,1631.0,0,3
44,171.4,48.8,0,16.59,4,1,0,6.6,5.0,3004.0,0,2
37,157.4,62.4,1,25.21,0,0,2,6.1,0.0,1200.0,3,0
60,181.4,63.3,1,19.23,2,1,3,7.3,3.0,2473.0,3,1
28,157.5,64.8,1,26.13,4,1,1,6.5,4.0,2980.0,0,2
24,151.3,83.1,1,36.28,3,1,3,7.5,4.0,3029.0,3,2
39,171.9,78.0,0,26.41,3,0,3,6.1,3.0,2421.0,3,3
30,166.7,68.3,1,24.58,2,2,3,7.7,3.0,2491.0,3,2
51,175.7,74.5,0,24.14,0,0,0,8.3,1.0,1461.0,0,0
28,164.0,104.4,1,38.8,1,2,2,6.9,2.0,2731.0,3,1
42,174.8,78.7,1,25.76,0,0,0,8.2,0.0,1361.0,0,0
59,182.1,98.3,1,29.65,5,1,1,7.7,5.0,3780.0,0,2
52,162.5,61.9,1,23.45,4,2,2,7.3,5.0,2607.0,3,2
22,176.2,68.5,1,22.09,3,0,1,7.0,3.0,2164.0,0,3
23,191.5,66.3,0,18.07,3,0,0,6.5,3.0,2569.0,0,3
52,179.3,79.1,1,24.63,0,3,4,8.1,0.0,2389.0,4,2
56,160.5,80.8,1,31.37,0,2,4,7.9,0.0,1944.0,4,4
29,174.0,82.0,0,27.07,4,1,2,6.1,4.0,3808.0,3,2
27,154.4,40.0,0,16.78,0,1,4,7.1,1.0,1932.0,4,1
51,156.1,56.1,1,23.01,2,2,3,6.3,2.0,2037.0,3,2
55,187.9,76.7,0,21.73,2,0,4,7.4,3.0,2141.0,4,3
32,174.9,105.6,1,34.54,1,1,4,7.7,2.0,2964.0,4,1
55,188.5,62.9,1,17.72,3,0,3,5.6,4.0,1915.0,3,3
44,175.1,112.2,1,36.57,4,3,3,6.9,4.0,4086.0,3,2
42,163.5,48.0,0,17.97,4,1,1,7.4,5.0,2914.0,0,2
16,170.5,76.4,1,26.28,0,0,0,7.1,0.0,1457.0,0,0
49,173.2,69.1,0,23.04,3,1,2,8.6,4.0,3096.0,3,2
19,196.6,63.1,0,16.33,1,0,3,5.6,2.0,1983.0,3,0
39,178.4,88.2,0,27.71,1,3,2,8.2,1.0,3085.0,3,2
36,161.1,70.6,1,27.22,1,3,1,6.2,2.0,2487.0,1,2
48,167.7,44.9,1,15.97,5,3,4,5.1,6.0,2792.0,4,2
22,175.7,40.0,1,12.96,3,0,0,7.3,4.0,1667.0,0,3
16,156.9,52.9,0,21.48,5,1,0,6.9,5.0,3320.0,0,2
56,169.8,83.4,0,28.93,1,1,3,7.1,1.0,2678.0,3,4
18,167.5,68.4,1,24.36,5,0,4,7.5,6.0,2510.0,4,3
59,175.8,90.6,0,29.32,5,3,0,7.5,4.0,4031.0,1,2
30,168.8,69.3,0,24.33,2,3,2,6.5,2.0,3085.0,3,2
46,153.2,77.0,0,32.8,0,2,4,7.7,0.0,2103.0,4,4
31,169.5,99.2,0,34.54,1,0,3,5.2,1.0,2164.0,3,0
25,179.2,68.6,0,21.37,2,3,2,6.9,2.0,3214.0,3,2
44,187.3,107.3,1,30.56,2,2,0,8.0,2.0,3187.0,1,2
21,181.5,84.2,1,25.56,4,3,2,7.3,5.0,3851.0,3,2
44,150.9,55.0,1,24.18,5,1,4,7.0,4.0,2674.0,4,2
32,154.0,50.3,1,21.22,0,2,2,6.7,0.0,1673.0,3,1
37,157.3,46.1,1,18.62,4,0,3,7.3,3.0,1636.0,3,3
39,188.1,72.7,0,20.54,3,1,0,6.7,3.0,3403.0,0,2
32,175.9,42.7,0,13.78,2,1,2,7.6,3.0,2575.0,3,1
36,200.0,103.8,1,25.96,5,2,2,6.5,4.0,4195.0,3,2
26,185.4,112.3,1,32.67,4,1,1,8.4,4.0,4233.0,0,2
22,171.1,43.2,1,14.74,0,2,4,7.5,1.0,1776.0,4,1
57,164.5,76.5,1,28.27,2,0,3,8.6,2.0,1639.0,3,3
54,174.5,40.0,0,13.14,1,3,0,6.7,2.0,2285.0,1,2
20,180.1,84.8,1,26.14,0,1,2,8.1,0.0,2505.0,3,1
59,184.5,89.0,0,26.13,1,0,1,5.9,1.0,1961.0,0,4
63,166.5,72.0,1,25.94,3,3,4,7.6,4.0,2815.0,4,2
36,196.3,77.4,0,20.08,1,2,3,6.9,2.0,2810.0,3,1
33,169.5,60.1,1,20.94,1,2,1,7.1,1.0,2135.0,1,1
50,184.2,72.8,0,21.45,3,0,4,7.7,2.0,2369.0,4,3
35,174.0,84.8,1,28.01,3,3,0,7.7,3.0,3360.0,1,2
30,165.7,68.6,0,24.98,1,2,3,7.8,1.0,2469.0,3,1
20,150.0,94.0,1,41.8,2,3,0,7.3,1.0,3106.0,1,2
28,155.1,59.6,1,24.77,2,2,4,7.5,2.0,2260.0,4,2
27,184.1,66.3,0,19.55,5,3,2,6.8,4.0,3967.0,3,2
36,179.0,40.0,0,12.48,4,0,2,6.4,4.0,2103.0,3,3
52,177.1,113.8,1,36.28,4,0,2,7.2,5.0,3015.0,3,3
21,188.6,40.0,1,11.24,3,1,0,5.1,2.0,2715.0,0,2
22,158.2,92.0,0,36.75,0,1,0,7.4,1.0,2615.0,0,4
41,164.3,79.7,0,29.51,1,0,0,7.8,2.0,1783.0,2,0
57,165.1,71.9,0,26.36,3,1,2,7.6,4.0,2988.0,3,2
63,153.9,56.0,1,23.62,3,2,4,6.4,2.0,2104.0,4,2
23,160.4,63.7,0,24.75,3,1,2,5.2,2.0,3088.0,3,2
24,157.1,65.0,1,26.31,2,1,4,7.6,2.0,2543.0,4,1
42,151.2,62.6,0,27.38,0,3,4,6.3,0.0,2239.0,4,2
19,159.2,40.0,0,15.78,2,2,4,5.8,2.0,2323.0,4,2
36,169.2,82.5,1,28.81,4,0,3,7.9,4.0,2479.0,3,3
46,191.4,83.8,1,22.86,3,2,0,5.8,4.0,3135.0,1,2
36,157.8,65.7,0,26.41,2,3,4,6.8,1.0,2876.0,4,2
55,182.9,71.2,1,21.29,3,1,4,8.6,2.0,2898.0,4,2
40,172.7,82.4,1,27.64,0,2,4,6.4,0.0,2150.0,4,1
54,175.2,47.1,1,15.35,1,3,0,6.0,2.0,2161.0,1,2
30,171.7,42.9,0,14.54,2,0,3,7.5,1.0,1654.0,3,3
50,150.0,72.2,1,32.07,0,1,0,7.3,1.0,1948.0,0,4
64,157.4,66.1,1,26.68,1,3,2,5.5,1.0,2200.0,3,4
58,176.9,64.3,0,20.56,3,3,0,7.0,2.0,3125.0,1,2
56,170.6,82.9,0,28.49,5,3,0,8.1,5.0,3839.0,1,2
52,150.3,64.9,1,28.74,0,0,1,8.3,0.0,1200.0,2,0
57,167.4,80.0,0,28.53,4,0,1,6.8,4.0,2525.0,2,3
62,177.1,103.9,1,33.14,5,3,3,7.4,4.0,3951.0,3,2
43,155.0,109.8,1,45.73,1,2,0,7.5,2.0,2624.0,1,1
29,165.2,87.6,0,32.07,1,0,1,7.9,1.0,1982.0,2,0
19,188.2,40.0,0,11.29,3,2,0,6.9,3.0,2864.0,1,2
35,177.1,83.4,1,26.59,4,2,4,8.2,5.0,3348.0,4,2
49,189.0,100.0,1,27.98,2,3,1,6.3,3.0,3352.0,1,2
27,165.5,76.8,0,28.05,0,3,1,7.7,0.0,2607.0,1,2
48,183.0,60.0,0,17.92,5,1,1,6.1,6.0,3468.0,0,2
39,157.6,64.6,0,26.01,3,0,0,5.4,3.0,2036.0,0,3
35,180.0,94.1,1,29.06,4,0,4,7.6,4.0,2837.0,4,3
20,161.4,62.4,0,23.96,1,0,0,9.0,1.0,1665.0,0,0
53,175.5,54.9,1,17.82,1,3,1,7.3,1.0,2277.0,1,2
45,176.1,60.2,1,19.43,5,0,4,6.8,6.0,2184.0,4,3
39,178.3,73.0,0,22.99,1,3,1,8.1,1.0,2875.0,1,2
58,157.9,68.0,0,27.27,4,0,3,6.6,5.0,2176.0,3,3
55,173.8,43.0,1,14.24,4,2,4,5.4,3.0,2353.0,4,2
22,170.3,64.3,0,22.17,2,3,3,7.8,2.0,3083.0,3,2
51,185.1,106.1,1,31.0,0,1,2,8.4,0.0,2612.0,3,1
53,162.3,75.4,0,28.6,1,1,1,7.1,2.0,2524.0,0,1
31,154.3,83.0,1,34.86,2,0,2,7.3,2.0,1842.0,3,3
30,150.3,46.4,1,20.57,4,2,0,6.5,5.0,2376.0,1,2
61,166.6,84.0,1,30.26,2,2,3,6.9,3.0,2493.0,3,2
38,164.9,99.1,1,36.45,1,0,2,7.2,1.0,1847.0,3,0
27,166.4,77.7,0,28.07,0,1,2,7.0,0.0,2475.0,3,1
44,166.4,50.3,1,18.15,2,0,1,7.0,3.0,1351.0,0,3
59,186.7,83.5,1,23.95,4,2,4,4.2,3.0,3238.0,4,2
63,168.2,86.6,0,30.6,3,0,1,7.1,4.0,2323.0,2,3
30,183.6,59.4,1,17.62,5,0,1,5.8,5.0,2411.0,0,3
44,174.6,91.2,0,29.92,3,0,0,7.4,2.0,2636.0,2,3
60,159.0,80.1,1,31.67,2,2,3,8.0,3.0,2368.0,3,2
58,170.1,40.0,0,13.82,4,1,0,7.5,5.0,2688.0,0,2
64,188.5,61.4,0,17.28,2,3,4,6.0,2.0,2890.0,4,2
36,182.2,65.9,1,19.87,2,0,2,6.2,1.0,1809.0,3,3
30,184.4,71.0,1,20.87,3,3,3,6.9,3.0,3276.0,3,2
29,176.1,71.9,0,23.2,5,3,0,7.8,6.0,3959.0,1,2
57,164.3,86.2,0,31.95,2,1,0,7.9,3.0,2944.0,0,1
59,189.7,86.8,1,24.14,5,1,4,7.3,5.0,3646.0,4,2
31,176.7,101.1,1,32.37,3,2,2,6.1,4.0,3404.0,3,2
30,181.2,78.1,1,23.79,5,3,2,8.1,5.0,3805.0,3,2
57,171.3,98.6,1,33.59,4,3,3,7.0,3.0,3660.0,3,2
19,157.6,88.8,0,35.74,4,0,3,6.6,4.0,2937.0,3,3
42,174.7,94.1,0,30.81,4,0,1,6.6,4.0,3023.0,2,3
38,190.3,100.7,0,27.81,5,1,4,5.6,6.0,4474.0,4,2
44,179.7,65.9,0,20.41,3,1,3,8.0,4.0,3154.0,3,2
56,176.6,70.5,1,22.61,1,1,4,6.9,0.0,2332.0,4,4
24,159.7,40.0,0,15.69,5,2,3,6.4,4.0,2866.0,3,2
58,188.3,91.9,1,25.92,1,3,4,7.5,2.0,2861.0,4,4
58,186.2,90.4,1,26.1,1,2,1,7.7,0.0,2523.0,1,4
22,150.0,74.6,1,33.16,1,3,0,5.4,1.0,2542.0,1,2
57,181.1,86.3,1,26.31,4,1,0,8.4,3.0,3394.0,0,2
19,167.0,91.2,1,32.71,1,2,2,9.0,2.0,2638.0,3,1
20,173.5,72.3,0,24.03,2,2,1,7.1,1.0,2955.0,1,2
20,160.2,79.7,0,31.08,3,3,0,7.2,4.0,3539.0,1,2
26,171.4,71.7,0,24.41,1,3,1,9.0,0.0,2888.0,1,2
56,156.8,70.2,1,28.56,4,2,3,6.0,4.0,2658.0,3,2
43,160.4,59.8,0,23.24,1,0,2,6.5,0.0,1461.0,3,0
31,176.2,46.7,1,15.05,3,3,1,7.5,4.0,2761.0,1,2
56,160.9,48.9,0,18.88,0,3,3,8.0,0.0,2064.0,3,4
45,175.1,70.7,0,23.05,0,2,3,7.0,1.0,2198.0,3,1
19,171.3,51.8,1,17.66,5,1,2,6.3,5.0,3116.0,3,2
17,198.6,55.0,1,13.95,4,0,4,8.2,5.0,2486.0,4,3
61,162.2,57.3,0,21.75,4,1,2,7.0,5.0,2895.0,3,2
18,166.0,66.9,1,24.3,4,2,3,7.0,5.0,3066.0,3,2
36,161.4,92.4,1,35.45,1,1,1,7.8,0.0,2638.0,0,1
21,187.2,40.0,1,11.42,3,1,0,8.4,2.0,2699.0,0,2
58,171.3,72.9,0,24.84,3,2,0,7.2,2.0,2912.0,1,2
33,168.1,55.4,0,19.6,3,3,3,7.4,2.0,3091.0,3,2
59,179.2,71.2,0,22.15,0,1,1,7.9,1.0,2300.0,0,4
20,159.6,60.8,1,23.89,3,2,2,6.8,3.0,2619.0,3,2
24,153.9,68.7,1,28.99,4,2,0,6.5,4.0,2898.0,1,2
35,173.4,44.2,1,14.7,1,2,3,6.7,1.0,1936.0,3,1
43,171.9,79.4,1,26.85,0,1,4,6.2,0.0,2241.0,4,1
41,161.2,73.1,1,28.15,5,3,0,6.0,4.0,3345.0,1,2
33,174.3,74.8,0,24.62,1,1,0,9.0,1.0,2756.0,0,1
34,192.2,89.4,0,24.2,2,1,3,6.2,3.0,3442.0,3,1
18,175.4,46.6,0,15.16,4,0,4,7.2,3.0,2357.0,4,3
24,150.0,52.4,1,23.27,0,1,3,6.9,0.0,1866.0,3,1
51,187.0,101.9,0,29.14,4,2,0,7.9,4.0,3982.0,1,2
46,193.9,81.8,0,21.77,1,2,3,7.1,0.0,2782.0,3,1
64,176.3,40.0,0,12.86,3,0,0,8.2,3.0,1598.0,0,3
32,172.1,68.8,1,23.22,2,0,1,6.9,2.0,1785.0,0,3
38,151.4,91.2,1,39.77,4,0,3,7.2,4.0,2414.0,3,3
49,159.6,109.5,0,42.98,2,0,2,7.7,2.0,2421.0,3,3
56,166.3,100.0,0,36.17,1,1,3,7.2,0.0,2877.0,3,4
56,161.2,63.8,0,24.56,4,1,1,7.5,3.0,3054.0,0,2
20,163.9,69.7,0,25.96,3,2,0,7.3,4.0,3106.0,1,2
30,171.5,40.0,1,13.6,2,1,1,5.7,2.0,2249.0,0,1
62,161.8,73.9,0,28.22,0,0,1,7.7,0.0,1284.0,2,4
18,188.2,75.7,1,21.36,5,3,3,8.1,4.0,3964.0,3,2
34,170.9,88.3,0,30.25,1,0,2,6.9,2.0,2006.0,3,0
43,176.1,40.0,1,12.91,4,0,2,6.8,3.0,1686.0,3,3
18,176.1,55.4,1,17.85,0,3,3,7.3,0.0,2284.0,3,2
53,174.6,67.9,1,22.29,3,3,2,8.8,3.0,2919.0,3,2
19,170.6,87.8,0,30.17,3,0,2,6.7,3.0,2748.0,3,3
39,182.0,64.8,1,19.56,2,1,2,7.6,1.0,2665.0,3,1
46,184.5,114.4,1,33.61,1,2,4,6.8,0.0,2921.0,4,1
60,150.0,52.6,0,23.36,5,3,1,7.5,5.0,2936.0,1,2
60,152.8,63.1,0,27.06,4,2,0,5.9,4.0,2753.0,1,2
26,163.5,52.4,1,19.59,0,1,4,8.6,0.0,1955.0,4,1
52,156.6,68.3,1,27.85,4,0,0,7.3,4.0,1908.0,0,3
16,161.2,80.5,0,31.0,0,1,3,6.7,0.0,2535.0,3,1
24,164.6,75.3,0,27.79,1,1,4,6.8,1.0,2741.0,4,1
32,166.9,56.5,1,20.27,3,2,1,7.3,2.0,2520.0,1,2
16,152.1,94.0,0,40.63,3,1,0,8.8,4.0,3582.0,0,2
18,165.0,96.9,0,35.57,4,3,4,8.4,4.0,4239.0,4,2
62,187.1,59.4,1,16.97,4,0,3,6.8,3.0,2005.0,3,3
41,167.0,127.6,0,45.75,2,3,0,7.1,3.0,3885.0,1,2
46,177.1,52.1,1,16.61,0,1,1,7.1,0.0,1934.0,0,1
41,169.2,72.7,0,25.4,2,2,1,5.2,3.0,2756.0,1,2
38,171.4,72.7,0,24.76,0,2,0,6.8,0.0,2236.0,1,1
45,168.6,51.8,0,18.21,1,3,1,7.2,2.0,2458.0,1,2
25,178.9,75.6,0,23.61,4,3,0,6.2,5.0,3933.0,1,2
23,160.1,69.8,0,27.23,5,2,3,8.6,6.0,3478.0,3,2
59,172.1,79.6,0,26.88,0,3,0,6.0,0.0,2497.0,1,4
40,163.1,72.0,1,27.07,3,1,0,6.1,2.0,2827.0,0,2
37,178.0,86.4,0,27.26,1,0,0,7.6,0.0,2021.0,0,0
30,156.7,82.9,1,33.74,3,0,0,7.3,3.0,2132.0,4,3
56,177.8,54.2,0,17.13,1,0,4,6.6,1.0,1445.0,4,4
25,172.5,66.6,0,22.38,0,2,1,7.9,0.0,2249.0,1,1
35,154.8,57.3,0,23.9,3,2,1,7.2,3.0,2664.0,1,2
56,191.0,102.0,0,27.98,5,2,2,8.7,5.0,4177.0,3,2
62,176.7,89.2,0,28.57,5,0,4,5.4,5.0,2933.0,4,3
38,157.0,77.9,0,31.63,0,3,1,6.5,0.0,2491.0,1,2
16,171.9,81.6,1,27.63,2,2,4,8.5,1.0,2857.0,4,2
17,150.3,69.9,1,30.95,1,2,0,7.4,2.0,2215.0,1,1
34,150.0,74.8,0,33.23,4,1,0,6.9,5.0,3338.0,0,2
29,184.4,58.5,1,17.22,3,2,1,6.6,3.0,2770.0,1,2
23,155.6,60.1,0,24.81,5,2,3,7.3,6.0,3226.0,3,2
53,179.4,83.1,1,25.81,0,0,1,6.0,0.0,1382.0,0,0
27,184.0,52.6,1,15.54,3,0,3,5.7,4.0,1931.0,3,3
41,158.2,59.3,0,23.71,0,1,0,7.5,1.0,2109.0,0,1
42,195.0,67.9,1,17.87,2,0,2,7.8,3.0,1916.0,3,3
44,171.1,44.8,0,15.31,4,3,0,7.8,5.0,3075.0,1,2
30,170.6,90.0,0,30.94,3,3,4,6.6,2.0,3742.0,4,2
61,158.0,83.8,1,33.58,3,0,0,6.6,2.0,1896.0,4,3
16,158.2,79.7,0,31.84,0,2,0,7.0,0.0,2353.0,1,1
58,150.0,65.0,1,28.88,0,1,4,6.1,1.0,1814.0,4,4
43,160.7,93.1,0,36.07,3,2,0,7.6,3.0,3277.0,1,2
18,184.0,79.4,1,23.44,5,2,1,6.7,4.0,3685.0,1,2
33,157.8,89.8,1,36.06,2,1,0,6.9,2.0,2865.0,0,1
49,158.8,90.8,1,36.01,3,0,4,6.8,4.0,2129.0,4,3
47,154.6,63.4,0,26.54,1,1,0,7.5,0.0,2334.0,0,1
44,153.7,56.1,1,23.74,5,3,4,7.3,4.0,2880.0,4,2
40,180.7,53.9,1,16.52,1,2,3,8.7,2.0,2097.0,3,1
41,155.4,73.1,0,30.26,3,3,4,6.7,2.0,3191.0,4,2
54,168.4,40.0,1,14.1,2,1,2,8.6,2.0,2034.0,3,1
23,165.7,52.7,1,19.19,5,0,1,5.4,5.0,2124.0,0,3
34,181.5,59.5,0,18.06,0,1,0,7.4,1.0,2327.0,0,1
62,160.0,60.8,1,23.77,5,3,1,5.6,5.0,2874.0,1,2
57,164.8,82.7,1,30.45,0,3,0,6.1,0.0,2294.0,1,4
37,156.9,46.2,0,18.77,3,2,3,6.1,3.0,2478.0,3,2
44,162.3,41.5,0,15.75,4,2,1,6.1,4.0,2608.0,1,2
48,159.2,41.9,0,16.52,0,2,0,6.5,0.0,1714.0,1,1
53,168.3,81.5,1,28.77,1,2,3,9.0,0.0,2280.0,3,1
60,189.2,61.5,0,17.19,1,0,2,6.2,2.0,1616.0,3,4
61,167.6,60.9,0,21.69,4,1,0,5.5,5.0,3027.0,0,2
50,184.1,103.4,0,30.51,4,1,3,7.4,4.0,4135.0,3,2
58,181.3,79.9,1,24.29,1,1,2,7.2,2.0,2487.0,3,4
18,169.5,58.9,0,20.49,3,0,2,9.0,4.0,2246.0,3,3
34,181.5,47.0,0,14.27,3,1,2,7.0,3.0,2934.0,3,2
25,172.8,105.9,0,35.47,3,1,0,4.9,3.0,3932.0,0,2
42,152.9,76.3,1,32.65,1,0,3,6.6,1.0,1402.0,3,0
30,169.5,64.2,0,22.32,4,2,0,6.6,3.0,3257.0,1,2
26,172.5,75.5,0,25.39,2,2,4,5.9,2.0,2948.0,4,2
62,191.2,64.5,1,17.65,1,0,1,6.5,2.0,1432.0,0,4
41,158.8,81.2,1,32.17,1,0,3,6.9,2.0,1527.0,3,0
39,175.5,41.5,0,13.47,0,2,3,6.9,1.0,1886.0,3,1
28,155.2,64.8,0,26.88,3,0,0,5.8,3.0,2108.0,0,3
47,188.5,53.0,1,14.91,0,1,4,7.5,1.0,2024.0,4,1
52,184.7,70.6,0,20.69,5,3,3,8.5,4.0,3810.0,3,2
19,155.6,54.8,0,22.63,5,3,4,7.3,5.0,3461.0,4,2
28,190.9,61.2,1,16.8,1,1,1,8.0,2.0,2518.0,0,1
24,182.9,62.1,0,18.56,5,0,3,7.2,5.0,2848.0,3,3
64,185.2,76.6,1,22.35,1,2,4,6.1,2.0,2284.0,4,4
49,188.8,65.1,1,18.26,1,3,4,7.2,0.0,2560.0,4,2
52,183.5,53.7,0,15.95,2,3,4,6.5,1.0,2815.0,4,2
63,166.0,79.4,1,28.84,0,1,4,6.0,0.0,2077.0,4,4
22,188.0,109.5,1,30.98,4,2,0,6.9,5.0,4099.0,1,2
16,159.3,65.6,0,25.84,3,3,3,7.7,4.0,3319.0,3,2
27,160.7,95.4,0,36.96,3,1,0,6.7,4.0,3605.0,0,2
36,164.5,44.2,1,16.32,2,2,4,8.7,1.0,2050.0,4,2
26,174.0,58.3,1,19.24,0,0,2,7.9,1.0,1205.0,3,0
59,159.0,95.3,0,37.71,3,1,3,6.5,4.0,3308.0,3,2
59,155.6,75.9,0,31.35,1,3,0,6.5,1.0,2583.0,1,4
59,159.0,59.1,1,23.37,0,1,4,8.9,0.0,1804.0,4,4
29,165.6,87.0,0,31.72,5,1,4,6.7,6.0,3981.0,4,2
49,170.8,53.4,1,18.28,3,3,3,7.3,4.0,2662.0,3,2
49,160.9,73.2,0,28.28,0,0,1,7.4,0.0,1347.0,2,0
40,155.5,88.9,1,36.77,2,3,3,5.4,1.0,2924.0,3,2
19,174.7,78.6,1,25.75,4,3,0,5.5,3.0,3681.0,1,2
41,191.7,117.2,1,31.9,4,0,1,7.8,3.0,3357.0,2,3
31,165.0,61.8,0,22.7,0,3,3,6.1,0.0,2400.0,3,2
25,180.7,84.5,1,25.88,2,2,3,7.0,2.0,2917.0,3,2
60,170.0,87.8,0,30.38,3,2,3,5.6,2.0,3139.0,3,2
17,177.6,68.1,0,21.56,1,3,2,6.7,2.0,2952.0,3,2
50,179.8,55.2,1,17.07,0,2,3,7.2,0.0,1817.0,3,1
34,170.1,92.9,0,32.12,0,1,0,5.1,0.0,2642.0,0,4
21,158.2,62.9,0,25.13,3,2,4,7.0,3.0,2918.0,4,2
34,155.2,83.6,1,34.69,1,2,0,7.1,1.0,2328.0,1,1
23,183.8,79.7,1,23.59,1,1,3,6.6,2.0,2746.0,3,1
29,177.6,74.3,0,23.55,3,2,1,6.0,4.0,3254.0,1,2
25,181.8,96.3,1,29.14,0,3,2,6.7,1.0,2775.0,3,2
18,178.1,78.1,1,24.6,3,1,2,6.7,2.0,3284.0,3,2
53,182.9,83.3,1,24.91,4,1,2,8.7,4.0,3395.0,3,2
44,172.7,79.3,0,26.59,3,3,1,6.9,4.0,3458.0,1,2
30,151.8,73.4,1,31.85,2,3,1,6.6,3.0,2725.0,1,2
38,173.4,65.1,0,21.67,0,3,1,6.9,0.0,2460.0,1,2
38,191.5,71.6,1,19.53,5,2,1,7.4,4.0,3425.0,1,2
33,174.2,83.1,0,27.39,5,2,0,7.3,6.0,3820.0,1,2
61,155.2,80.5,1,33.39,2,2,4,7.4,1.0,2329.0,4,2
34,178.8,82.7,1,25.88,0,3,1,7.5,0.0,2537.0,1,2
43,196.0,130.0,0,33.84,0,0,4,5.7,0.0,2328.0,4,4
41,163.3,63.0,1,23.62,4,2,3,7.5,4.0,2740.0,3,2
25,173.9,43.5,1,14.37,3,0,4,7.2,2.0,1682.0,4,3
62,175.7,64.6,1,20.94,5,1,3,6.4,4.0,2997.0,3,2
19,172.4,65.6,1,22.06,3,3,2,7.1,3.0,3149.0,3,2
17,179.6,79.9,0,24.78,5,3,3,6.9,6.0,4283.0,3,2
18,165.1,67.5,1,24.74,5,1,0,7.0,4.0,3361.0,0,2
22,177.5,85.2,0,27.03,5,2,3,7.2,5.0,4013.0,3,2
31,184.0,58.2,0,17.18,4,2,2,5.5,5.0,3306.0,3,2
46,167.2,82.4,0,29.48,4,2,2,7.2,3.0,3423.0,3,2
25,179.7,45.8,1,14.2,1,0,4,7.6,1.0,1331.0,4,0
34,165.5,71.9,1,26.27,2,1,4,7.2,2.0,2654.0,4,1
43,153.5,57.4,0,24.37,0,0,2,6.3,1.0,1200.0,3,0
32,153.4,65.5,0,27.82,1,2,3,6.2,2.0,2306.0,3,1
43,175.5,40.0,0,12.98,3,0,3,7.2,4.0,1770.0,3,3
34,150.0,87.4,1,38.85,1,1,1,7.7,1.0,2486.0,0,1
52,171.1,65.1,0,22.24,3,2,0,8.2,4.0,2828.0,1,2
38,160.5,70.0,1,27.17,4,0,3,7.7,3.0,2119.0,3,3
35,150.0,79.5,0,35.33,0,1,2,7.5,1.0,2325.0,3,4
28,178.2,58.8,1,18.53,0,2,0,4.7,0.0,1981.0,1,1
